tool_name,category,release_year,pricing,open_source,github_stars,company,monthly_users,tags
AITool_302,Marketing AI,2021,Free,Yes,196039,Independent,23962395,"productivity,automation,image"
AITool_303,Music AI,2024,Enterprise,Yes,159821,AWS,36496141,"image,productivity,assistant"
AITool_304,Design AI,2021,Paid,No,2845,Startup,2726165,"image,research,marketing"
AITool_305,Music AI,2020,Free,No,177269,Microsoft,14804450,"voice,video,research"
AITool_306,Research AI,2022,Freemium,Yes,21243,Google,1750791,"image,chatbot,automation"
AITool_307,Productivity AI,2023,Free,No,145619,Google,11959912,"image,chatbot,developer"
AITool_308,Research AI,2022,Freemium,No,129210,OpenAI,20124590,"design,productivity,assistant"
AITool_309,Speech AI,2026,Paid,Yes,188289,Anthropic,6574918,"productivity,research,design"
AITool_310,LLM,2025,Free,Yes,180527,Independent,12809346,"marketing,assistant,text"
AITool_311,Coding Assistant,2026,Paid,No,180683,Microsoft,32313667,"text,research,marketing"
AITool_312,Image Generation,2026,Freemium,No,46698,Independent,19564682,"image,video,productivity"
AITool_313,Video AI,2025,Paid,Yes,64216,AWS,37917086,"marketing,design,video"
AITool_314,Marketing AI,2025,Enterprise,No,58872,Meta,35393266,"design,developer,marketing"
AITool_315,Design AI,2021,Freemium,Yes,122572,OpenAI,15004974,"design,automation,marketing"
AITool_316,Marketing AI,2023,Freemium,No,163536,Startup,33464914,"text,chatbot,assistant"
AITool_317,Speech AI,2026,Freemium,No,154159,Microsoft,36353902,"marketing,text,assistant"
AITool_318,LLM,2022,Freemium,Yes,50010,Startup,30380024,"assistant,marketing,research"
AITool_319,Productivity AI,2026,Paid,No,94650,AWS,21160547,"chatbot,research,developer"
AITool_320,Design AI,2020,Paid,Yes,124320,Anthropic,36004348,"automation,marketing,chatbot"
AITool_321,Productivity AI,2026,Free,No,25941,Microsoft,14763118,"video,developer,text"
AITool_322,Productivity AI,2021,Enterprise,Yes,19574,AWS,35868429,"image,research,automation"
AITool_323,Productivity AI,2025,Free,Yes,22441,Adobe,11665660,"marketing,video,productivity"
AITool_324,Music AI,2024,Enterprise,No,127079,Independent,26664314,"marketing,video,text"
AITool_325,Video AI,2023,Enterprise,Yes,166294,Google,10327986,"voice,video,research"
AITool_326,Image Generation,2023,Enterprise,No,66846,OpenAI,4426363,"research,chatbot,developer"
AITool_327,Video AI,2020,Free,No,126258,Independent,42794676,"research,chatbot,text"
AITool_328,Productivity AI,2025,Freemium,No,125907,Independent,42136131,"assistant,image,text"
AITool_329,Research AI,2020,Enterprise,Yes,32623,Anthropic,24843719,"video,marketing,automation"
AITool_330,Speech AI,2023,Paid,No,158817,Meta,44836337,"developer,research,image"
AITool_331,Music AI,2023,Free,No,132632,Anthropic,33804054,"voice,marketing,video"
AITool_332,Research AI,2025,Free,No,96606,Adobe,31363811,"developer,video,voice"
AITool_333,LLM,2022,Free,Yes,38611,Meta,38603622,"marketing,research,automation"
AITool_334,Design AI,2022,Enterprise,Yes,111264,Independent,39842672,"assistant,text,voice"
AITool_335,Speech AI,2025,Freemium,No,129279,Independent,27266596,"video,voice,marketing"
AITool_336,Coding Assistant,2025,Free,No,143058,Google,23155633,"design,voice,automation"
AITool_337,Design AI,2025,Free,Yes,39343,Meta,45540918,"design,chatbot,productivity"
AITool_338,Music AI,2023,Freemium,No,48614,Meta,36999657,"marketing,chatbot,automation"
AITool_339,Coding Assistant,2025,Enterprise,No,15055,Meta,1480125,"chatbot,text,assistant"
AITool_340,Image Generation,2020,Free,Yes,125578,Google,4610548,"marketing,video,design"
AITool_341,Research AI,2020,Free,No,122868,AWS,42368850,"voice,research,developer"
AITool_342,LLM,2022,Enterprise,No,164553,OpenAI,20519796,"research,image,voice"
AITool_343,LLM,2022,Paid,No,86208,AWS,12016169,"image,marketing,productivity"
AITool_344,Image Generation,2022,Paid,Yes,78281,Google,21362232,"chatbot,automation,image"
AITool_345,Image Generation,2023,Paid,Yes,42415,Microsoft,45833564,"design,marketing,research"
AITool_346,Design AI,2024,Enterprise,Yes,191640,Adobe,35495528,"developer,assistant,image"
AITool_347,LLM,2020,Free,No,127492,Meta,14887130,"text,voice,marketing"
AITool_348,Marketing AI,2023,Paid,Yes,186072,Adobe,22690286,"productivity,assistant,research"
AITool_349,LLM,2021,Free,No,29837,AWS,12581678,"text,assistant,automation"
AITool_350,Image Generation,2021,Paid,No,29201,AWS,43383905,"research,design,marketing"
AITool_351,Music AI,2020,Paid,Yes,137836,Independent,9895351,"assistant,chatbot,design"
AITool_352,Research AI,2022,Free,No,40613,AWS,32273465,"video,design,developer"
AITool_353,Design AI,2024,Free,Yes,49388,Meta,14505065,"voice,design,productivity"
AITool_354,Design AI,2022,Free,Yes,145154,Microsoft,11366524,"text,image,chatbot"
AITool_355,Video AI,2024,Freemium,Yes,147276,Anthropic,3256270,"image,video,text"
AITool_356,Research AI,2025,Freemium,No,73687,AWS,31625114,"developer,design,marketing"
AITool_357,Research AI,2026,Freemium,No,116010,Google,40495162,"image,marketing,voice"
AITool_358,Music AI,2020,Enterprise,No,162576,Startup,36367149,"text,developer,chatbot"
AITool_359,Research AI,2021,Paid,No,26952,Google,44578810,"video,assistant,marketing"
AITool_360,Design AI,2022,Free,Yes,14660,Independent,32461248,"developer,research,video"
AITool_361,Coding Assistant,2024,Free,No,151537,Meta,25085868,"assistant,design,developer"
AITool_362,LLM,2022,Paid,No,111121,Meta,31998952,"assistant,research,developer"
AITool_363,Design AI,2023,Enterprise,Yes,145989,Independent,7624988,"automation,marketing,research"
AITool_364,Productivity AI,2026,Freemium,No,77656,AWS,31261176,"text,design,productivity"
AITool_365,Research AI,2022,Free,Yes,35227,Meta,14788690,"video,text,research"
AITool_366,Marketing AI,2026,Paid,No,179661,Adobe,30482986,"chatbot,image,assistant"
AITool_367,Research AI,2026,Freemium,No,24658,Google,10357581,"developer,text,automation"
AITool_368,Research AI,2021,Free,Yes,70694,Anthropic,46319270,"automation,research,image"
AITool_369,Coding Assistant,2021,Free,No,125334,AWS,29275193,"text,image,research"
AITool_370,Image Generation,2020,Freemium,Yes,71005,Startup,4534236,"video,automation,design"
AITool_371,Image Generation,2022,Free,Yes,139354,Microsoft,43231312,"developer,video,design"
AITool_372,Productivity AI,2026,Freemium,Yes,191170,Microsoft,34744779,"chatbot,assistant,automation"
AITool_373,Productivity AI,2025,Freemium,No,49778,Microsoft,39328061,"productivity,marketing,automation"
AITool_374,Productivity AI,2022,Freemium,No,28283,AWS,9457549,"developer,design,video"
AITool_375,Video AI,2023,Freemium,No,111728,OpenAI,17532925,"video,voice,chatbot"
AITool_376,Marketing AI,2024,Enterprise,No,167855,Microsoft,39635483,"research,text,marketing"
AITool_377,Marketing AI,2022,Paid,Yes,43827,Microsoft,40128728,"marketing,productivity,developer"
AITool_378,Research AI,2022,Free,No,126514,Microsoft,3554016,"marketing,developer,chatbot"
AITool_379,Image Generation,2021,Freemium,No,113242,AWS,38317965,"automation,productivity,voice"
AITool_380,Design AI,2020,Enterprise,No,139674,Microsoft,31089289,"marketing,text,video"
AITool_381,Productivity AI,2021,Freemium,Yes,103135,Startup,17296835,"automation,video,design"
AITool_382,Marketing AI,2021,Free,No,63136,Google,14014213,"marketing,text,developer"
AITool_383,LLM,2026,Free,Yes,114762,Google,36748658,"text,video,design"
AITool_384,Video AI,2021,Paid,Yes,173104,Meta,8242860,"research,automation,developer"
AITool_385,Coding Assistant,2021,Paid,No,6431,Startup,42436882,"assistant,design,voice"
AITool_386,Music AI,2026,Free,Yes,4453,Google,5175486,"design,automation,marketing"
AITool_387,Marketing AI,2020,Free,No,189222,AWS,29576891,"developer,automation,video"
AITool_388,Productivity AI,2022,Free,Yes,110973,Startup,29795453,"assistant,automation,voice"
AITool_389,Research AI,2023,Free,Yes,160130,Startup,36164957,"research,video,design"
AITool_390,Productivity AI,2024,Free,Yes,91315,AWS,40499881,"design,voice,developer"
AITool_391,Video AI,2021,Freemium,No,71713,Google,15705072,"voice,assistant,developer"
AITool_392,Design AI,2022,Paid,Yes,60190,Meta,44704051,"automation,research,text"
AITool_393,Marketing AI,2023,Free,Yes,121144,Microsoft,666952,"text,design,assistant"
AITool_394,Productivity AI,2022,Enterprise,Yes,52951,OpenAI,12106431,"text,chatbot,developer"
AITool_395,Productivity AI,2023,Enterprise,Yes,15919,Startup,41778179,"image,automation,chatbot"
AITool_396,Coding Assistant,2023,Free,No,102698,Independent,10763612,"assistant,text,design"
AITool_397,Speech AI,2024,Freemium,No,37745,Microsoft,11446920,"assistant,text,developer"
AITool_398,Productivity AI,2020,Paid,Yes,191228,Adobe,34412323,"productivity,chatbot,voice"
AITool_399,Video AI,2021,Freemium,Yes,43000,Adobe,32527208,"research,marketing,voice"
AITool_400,Video AI,2020,Paid,No,130797,Anthropic,32744457,"design,chatbot,developer"
AITool_401,LLM,2021,Enterprise,Yes,90210,Anthropic,37530475,"voice,design,automation"
AITool_402,Productivity AI,2022,Free,No,129273,Adobe,36683241,"productivity,marketing,image"
AITool_403,Design AI,2026,Paid,Yes,175623,Microsoft,45174141,"video,assistant,text"
AITool_404,LLM,2023,Freemium,No,111382,Startup,48379511,"automation,voice,text"
AITool_405,Productivity AI,2026,Freemium,Yes,198137,OpenAI,42187706,"research,developer,productivity"
AITool_406,Video AI,2020,Enterprise,No,190891,Adobe,26653547,"image,video,automation"
AITool_407,LLM,2024,Freemium,No,103645,AWS,47911980,"automation,marketing,chatbot"
AITool_408,Research AI,2021,Free,No,43755,OpenAI,4759447,"developer,design,marketing"
AITool_409,LLM,2023,Free,Yes,115895,Microsoft,21865367,"research,automation,assistant"
AITool_410,Design AI,2025,Freemium,No,117621,Meta,41571869,"voice,developer,text"
AITool_411,Productivity AI,2021,Free,Yes,173186,Anthropic,21407647,"voice,automation,marketing"
AITool_412,LLM,2025,Free,Yes,20530,Independent,8580499,"text,productivity,chatbot"
AITool_413,Music AI,2024,Freemium,No,66864,Independent,33273531,"text,design,video"
AITool_414,Coding Assistant,2021,Enterprise,No,106380,Adobe,30683960,"productivity,assistant,developer"
AITool_415,Research AI,2022,Free,Yes,135219,Independent,16452623,"text,image,productivity"
AITool_416,Design AI,2025,Enterprise,No,175814,Adobe,1720970,"productivity,research,voice"
AITool_417,LLM,2021,Enterprise,No,151808,Startup,47301851,"marketing,research,chatbot"
AITool_418,Research AI,2020,Enterprise,Yes,168762,Adobe,45572524,"developer,assistant,automation"
AITool_419,Image Generation,2024,Paid,No,196990,Startup,25952714,"video,research,developer"
AITool_420,Research AI,2025,Free,No,177076,Startup,4759072,"automation,chatbot,research"
AITool_421,Speech AI,2024,Paid,Yes,11536,Meta,28289922,"text,design,image"
AITool_422,Image Generation,2025,Enterprise,Yes,84883,Meta,7369046,"image,marketing,design"
AITool_423,LLM,2025,Paid,No,191031,AWS,17795914,"voice,marketing,image"
AITool_424,Research AI,2026,Enterprise,No,196806,Adobe,15190524,"automation,productivity,voice"
AITool_425,Design AI,2025,Paid,Yes,161395,Google,33128602,"developer,text,research"
AITool_426,Music AI,2025,Freemium,No,171460,OpenAI,35772795,"productivity,developer,text"
AITool_427,Productivity AI,2020,Enterprise,No,68678,AWS,48281985,"automation,chatbot,design"
AITool_428,Coding Assistant,2026,Paid,Yes,174884,OpenAI,30487341,"assistant,research,text"
AITool_429,Coding Assistant,2023,Freemium,Yes,119554,Startup,40305849,"voice,automation,text"
AITool_430,Speech AI,2023,Freemium,No,110275,AWS,47884617,"voice,image,research"
AITool_431,Productivity AI,2026,Free,No,121900,Microsoft,25495755,"developer,marketing,productivity"
AITool_432,LLM,2024,Free,No,166935,Independent,34397653,"marketing,automation,developer"
AITool_433,Video AI,2022,Free,Yes,73263,OpenAI,37237889,"automation,productivity,video"
AITool_434,Coding Assistant,2022,Enterprise,Yes,60455,Startup,28877404,"voice,design,chatbot"
AITool_435,Research AI,2025,Freemium,No,157007,Adobe,12472462,"research,voice,productivity"
AITool_436,Productivity AI,2026,Free,Yes,13190,OpenAI,29699870,"productivity,design,chatbot"
AITool_437,Design AI,2022,Freemium,No,32040,OpenAI,35087973,"automation,chatbot,developer"
AITool_438,Productivity AI,2021,Enterprise,Yes,81945,OpenAI,20431969,"voice,developer,video"
AITool_439,LLM,2025,Enterprise,Yes,91780,Google,25308212,"chatbot,assistant,research"
AITool_440,Marketing AI,2025,Freemium,No,11286,Google,44542541,"research,chatbot,productivity"
AITool_441,Video AI,2024,Free,No,143466,Anthropic,39760909,"research,assistant,design"
AITool_442,Research AI,2025,Freemium,Yes,93534,Google,13749357,"video,marketing,assistant"
AITool_443,Image Generation,2021,Enterprise,No,190480,AWS,40087792,"developer,automation,image"
AITool_444,Image Generation,2023,Free,Yes,58619,Meta,25583557,"research,developer,assistant"
AITool_445,Coding Assistant,2021,Freemium,No,116109,Meta,47221956,"design,video,productivity"
AITool_446,LLM,2020,Enterprise,Yes,43956,Google,31848490,"developer,text,image"
AITool_447,Marketing AI,2021,Free,Yes,199508,Google,36450760,"image,automation,video"
AITool_448,LLM,2025,Paid,Yes,88387,Google,33000588,"developer,assistant,voice"
AITool_449,Marketing AI,2023,Free,No,98924,Microsoft,44667968,"design,chatbot,research"
AITool_450,Research AI,2025,Paid,Yes,63224,Google,25334681,"image,voice,text"
AITool_451,Coding Assistant,2025,Freemium,Yes,174955,Meta,27060562,"research,image,marketing"
AITool_452,Productivity AI,2024,Freemium,No,33941,OpenAI,18652135,"chatbot,productivity,video"
AITool_453,Design AI,2024,Enterprise,Yes,100040,Meta,22410249,"voice,automation,productivity"
AITool_454,Music AI,2024,Paid,Yes,55980,Adobe,4082459,"image,automation,developer"
AITool_455,Research AI,2020,Enterprise,No,120241,Adobe,27207052,"video,text,chatbot"
AITool_456,Image Generation,2025,Paid,Yes,56540,Google,19489640,"assistant,image,developer"
AITool_457,Productivity AI,2024,Paid,No,66191,OpenAI,35370798,"text,marketing,assistant"
AITool_458,LLM,2026,Paid,Yes,116502,Meta,24405201,"voice,image,video"
AITool_459,Marketing AI,2024,Enterprise,Yes,82020,Google,4000933,"marketing,voice,video"
AITool_460,Image Generation,2020,Paid,No,122490,Meta,26142871,"automation,assistant,research"
AITool_461,Marketing AI,2024,Freemium,No,160745,Google,37809912,"research,voice,assistant"
AITool_462,Music AI,2022,Enterprise,No,105342,Independent,23494926,"research,assistant,voice"
AITool_463,Music AI,2020,Enterprise,Yes,59760,Independent,42518088,"video,automation,image"
AITool_464,Video AI,2025,Freemium,Yes,98690,OpenAI,48897620,"video,chatbot,marketing"
AITool_465,Research AI,2025,Paid,No,27115,Startup,28226098,"chatbot,marketing,productivity"
AITool_466,Research AI,2020,Paid,No,129740,Microsoft,5509248,"text,marketing,design"
AITool_467,Marketing AI,2022,Free,No,45862,Microsoft,38454357,"marketing,text,developer"
AITool_468,LLM,2022,Free,No,57107,Anthropic,14085117,"marketing,productivity,assistant"
AITool_469,Design AI,2023,Paid,No,18521,OpenAI,33478726,"chatbot,automation,design"
AITool_470,Marketing AI,2022,Freemium,Yes,94186,Google,19638083,"productivity,research,automation"
AITool_471,LLM,2026,Free,No,2590,Startup,41301703,"image,design,marketing"
AITool_472,Marketing AI,2020,Enterprise,Yes,52188,Startup,37339765,"text,assistant,image"
AITool_473,Music AI,2025,Free,No,84768,Independent,24371554,"image,productivity,automation"
AITool_474,Research AI,2026,Free,Yes,36856,Startup,19592366,"assistant,chatbot,image"
AITool_475,LLM,2021,Freemium,No,161220,AWS,15189921,"voice,developer,automation"
AITool_476,Marketing AI,2024,Paid,Yes,122,OpenAI,35018233,"text,automation,image"
AITool_477,Research AI,2021,Free,No,173019,Anthropic,1073644,"productivity,automation,text"
AITool_478,Music AI,2020,Paid,Yes,189022,AWS,27082610,"text,research,assistant"
AITool_479,LLM,2026,Freemium,No,161303,AWS,10569249,"chatbot,voice,research"
AITool_480,LLM,2022,Enterprise,Yes,91575,Google,36486562,"assistant,productivity,text"
AITool_481,Speech AI,2024,Enterprise,No,128705,Anthropic,9041829,"voice,assistant,video"
AITool_482,Coding Assistant,2025,Paid,Yes,5773,Anthropic,46362914,"video,voice,image"
AITool_483,Music AI,2021,Enterprise,Yes,127157,Anthropic,9813466,"assistant,automation,developer"
AITool_484,Music AI,2025,Enterprise,Yes,124591,Meta,9764799,"developer,text,chatbot"
AITool_485,Image Generation,2020,Freemium,No,114072,Meta,10483684,"automation,assistant,design"
AITool_486,Productivity AI,2023,Freemium,Yes,167419,Microsoft,34043978,"assistant,image,developer"
AITool_487,Research AI,2026,Enterprise,No,36942,Adobe,46603798,"text,marketing,productivity"
AITool_488,Image Generation,2025,Enterprise,Yes,166888,Google,31906108,"developer,research,assistant"
AITool_489,Design AI,2026,Paid,No,28564,Independent,26422804,"design,marketing,image"
AITool_490,Music AI,2021,Free,No,42585,Anthropic,38611089,"automation,assistant,developer"
AITool_491,Marketing AI,2021,Enterprise,No,7756,Startup,28757561,"marketing,assistant,chatbot"
AITool_492,Speech AI,2022,Paid,Yes,163239,Startup,29135564,"video,research,chatbot"
AITool_493,Productivity AI,2020,Enterprise,Yes,67561,Independent,21460563,"text,assistant,design"
AITool_494,LLM,2022,Paid,No,64993,Startup,5054246,"assistant,design,image"
AITool_495,Music AI,2021,Free,No,164702,Meta,29580513,"marketing,chatbot,automation"
AITool_496,LLM,2021,Freemium,No,79160,Independent,7103334,"productivity,chatbot,research"
AITool_497,Coding Assistant,2020,Paid,No,143055,OpenAI,574012,"developer,assistant,text"
